Time_s,Peak_uA,Dip_uA
52561.245,5599.403,0.745
52578.745,5602.356,0.745
52596.245,5608.892,0.747
52613.745,5599.03,0.75
52631.245,5601.043,0.756
52648.745,5606.494,0.759
52666.245,5599.236,0.752
52683.745,5607.751,0.758
52701.245,5606.884,0.755
52718.745,5593.533,0.75
52736.245,5606.285,0.762
52753.745,5605.347,0.766
52771.245,5599.283,0.76
52788.745,5605.803,0.763
52806.245,5637.829,0.755
52823.745,5615.926,0.758
52841.245,5602.594,0.769
52858.745,5613.611,0.754
52876.245,5606.115,0.762
52893.745,5603.839,0.761
52911.245,5624.32,0.765
52928.745,5608.825,0.764
52946.245,5600.063,0.756
52963.745,5599.918,0.764
52981.245,5609.209,0.76
52998.745,5600.138,0.754
53016.245,5604.919,0.765
53033.745,5613.029,0.76
53051.245,5607.043,0.758
53068.745,5598.852,0.766
53086.245,5601.191,0.75
53103.745,5607.198,0.756
53121.245,5608.161,0.759
53138.745,5603.943,0.761
53156.245,5606.953,0.759
53173.745,5613.845,0.762
53191.245,5611.446,0.759
53208.745,5610.21,0.766
53226.245,5610.288,0.766
53243.745,5609.373,0.766
53261.245,5613.964,0.764
53278.745,5603.912,0.759
53296.245,5609.193,0.749
53313.745,5604.342,0.763
53331.245,5609.249,0.763
53348.745,5633.327,0.769
53366.245,5606.81,0.755
53383.745,5605.516,0.77
53401.245,5599.618,0.754
53418.745,5608.541,0.757
53436.245,5610.525,0.753
53453.745,5605.892,0.756
53471.245,5597.565,0.766
53488.745,5602.29,0.763
53506.245,5598.996,0.761
53523.745,5601.623,0.763
53541.245,5602.284,0.755
53558.745,5601.937,0.763
53576.245,5604.804,0.758
53593.745,5601.748,0.76
53611.245,5599.921,0.764
53628.745,5592.571,0.767
53646.245,5605.405,0.762
53663.745,5595.156,0.764
53681.245,5611.188,0.764
53698.745,5632.744,0.764
53716.245,5591.194,0.757
53733.745,5597.133,0.756
53751.245,5600.497,0.758
53768.745,5596.933,0.763
53786.245,5604.16,0.767
53803.745,5605.492,0.762
53821.245,5612.074,0.757
53838.745,5624.279,0.766
53856.245,5597.177,0.758
53873.745,5598.126,0.748
53891.245,5603.53,0.758
53908.745,5597.93,0.767
53926.245,5608.527,0.765
53943.745,5597.361,0.762
53961.245,5599.294,0.758
53978.745,5590.781,0.765
53996.245,5585.357,0.77
54013.745,5612.847,0.786
54031.245,5616.058,0.783
54048.745,5611.844,0.773
54066.245,5613.727,0.779
54083.745,5615.973,0.769
54101.245,5602.524,0.77
54118.745,5610.063,0.776
54136.245,5618.24,0.775
54153.745,5624.11,0.793
54171.245,5622.581,0.787
54188.745,5620.597,0.793
54206.245,5625.804,0.794
54223.745,5660.193,0.794
54241.245,5632.807,0.788
54258.745,5612.729,0.784
54276.245,5622.392,0.783
54293.745,5618.09,0.787
54311.245,5621.833,0.779
54328.745,5618.873,0.791
54346.245,5616.934,0.787
54363.745,5611.998,0.778
54381.245,5625.211,0.783
54398.745,5615.168,0.782
54416.245,5627.405,0.782
54433.745,5622.207,0.789
54451.245,5617.857,0.781
54468.745,5612.384,0.778
54486.245,5620.885,0.781
54503.745,5606.204,0.778
54521.245,5607.467,0.78
54538.745,5618.678,0.783
54556.245,5627.633,0.785
54573.745,5626.46,0.796
54591.245,5615.57,0.785
54608.745,5625.321,0.787
54626.245,5614.277,0.782
54643.745,5615.876,0.779
54661.245,5619.272,0.783
54678.745,5621.286,0.796
54696.245,5627.698,0.792
54713.745,5630.591,0.799
54731.245,5624.688,0.794
54748.745,5634.101,0.797
54766.245,5622.272,0.795
54783.745,5632.109,0.795
54801.245,5630.445,0.797
54818.745,5629.608,0.789
54836.245,5635.562,0.813
54853.745,5633.421,0.796
54871.245,5623.042,0.791
54888.745,5626.683,0.777
54906.245,5620.728,0.784
54923.745,5956.598,0.786
54941.245,5617.059,0.781
54958.745,5610.802,0.791
54976.245,5643.219,0.785
54993.745,5607.069,0.783
55011.245,5619.652,0.785
55028.745,5620.041,0.788
55046.245,5630.16,0.794
55063.745,5633.205,0.793
55081.245,5618.008,0.802
55098.745,5617.567,0.795
55116.245,5605.848,0.767
55133.745,5608.258,0.778
55151.245,5611.73,0.775
55168.745,5599.906,0.769
55186.245,5609.655,0.781
55203.745,5621.269,0.79
55221.245,5604.18,0.78
55238.745,5612.241,0.774
55256.245,5605.953,0.787
55273.745,5610.828,0.779
55291.245,5610.25,0.779
55308.745,5608.22,0.779
55326.245,5603.782,0.774
55343.745,5611.272,0.774
55361.245,5613.568,0.775
55378.745,5601.746,0.778
55396.245,5603.748,0.776
55413.745,5602.965,0.769
55431.245,5613.036,0.78
55448.745,5607.825,0.783
55466.245,5616.638,0.779
55483.745,5604.208,0.772
55501.245,5644.339,0.779
55518.745,5603.121,0.786
55536.245,5604.508,0.77
55553.745,5600.399,0.778
55571.245,5611.8,0.781
55588.745,5614.603,0.777
55606.245,5602.588,0.782
55623.745,5602.662,0.779
55641.245,5617.074,0.774
55658.745,5609.071,0.773
55676.245,5614.848,0.779
55693.745,5600.18,0.768
55711.245,5596.988,0.783
55728.745,5595.934,0.771
55746.245,5603.126,0.776
55763.745,5597.129,0.785
55781.245,5600.267,0.77
55798.745,5612.171,0.771
55816.245,5606.641,0.784
55833.745,5611.279,0.783
55851.245,5601.181,0.777
55868.745,5610.936,0.776
55886.245,5603.889,0.79
55903.745,5605.77,0.774
55921.245,5617.22,0.777
55938.745,5596.119,0.775
55956.245,5600.209,0.774
55973.745,5602.463,0.77
55991.245,5609.12,0.784
56008.745,5617.16,0.784
56026.245,5613.277,0.778
56043.745,5603.957,0.78
56061.245,5615.376,0.782
56078.745,5604.811,0.778
56096.245,5618.898,0.765
56113.745,5600.532,0.768
56131.245,5604.956,0.773
56148.745,5605.588,0.776
56166.245,5606.066,0.786
56183.745,5603.127,0.777
56201.245,5607.828,0.785
56218.745,5616.12,0.784
56236.245,5608.501,0.787
56253.745,5609.345,0.769
56271.245,5598.973,0.773
56288.745,5616.417,0.787
56306.245,5615.839,0.783
56323.745,5610.358,0.773
56341.245,5612.01,0.782
56358.745,5600.667,0.774
56376.245,5604.59,0.772
56393.745,5597.988,0.767
56411.245,5600.632,0.766
56428.745,5602.663,0.768
56446.245,5594.727,0.767
56463.745,5598.917,0.764
56481.245,5633.549,0.777
56498.745,5599.228,0.77
56516.245,5605.551,0.778
56533.745,5603.999,0.771
56551.245,5602.258,0.768
56568.745,5598.908,0.778
56586.245,5606.596,0.778
56603.745,5603.244,0.769
56621.245,5601.954,0.779
56638.745,5595.189,0.768
56656.245,5585.241,0.772
56673.745,5587.258,0.768
56691.245,5593.198,0.768
56726.245,5599.875,0.767
56743.745,5596.954,0.767
56761.245,5604.988,0.764
56778.745,5598.78,0.774
56796.245,5602.473,0.782
56813.745,5599.749,0.784
56831.245,5602.915,0.775
56848.745,5627.025,0.772
56866.245,5602.149,0.782
56883.745,5602.432,0.771
56901.245,5615.267,0.79
56918.745,5602.38,0.769
56936.245,5605.796,0.782
56953.745,5608.323,0.766
56971.245,5602.453,0.777
56988.745,5609.356,0.779
57006.245,5608.045,0.782
57023.745,5617.936,0.799
57041.245,5614.643,0.784
57058.745,5618.896,0.797
57076.245,5628.574,0.794
57093.745,5613.22,0.785
57111.245,5629.88,0.793
57128.745,5610.776,0.796
57146.245,5620.984,0.79
57163.745,5620.561,0.799
57181.245,5616.584,0.789
57198.745,5620.584,0.795
57216.245,5609.274,0.789
57233.745,5618.442,0.787
57251.245,5613.08,0.795
57268.745,5601.165,0.776
57286.245,5604.306,0.77
57303.745,5597.306,0.789
57321.245,5632.451,0.781
57338.745,5609.284,0.78
57356.245,5610.203,0.781
57373.745,5615.851,0.787
57391.245,5608.62,0.782
57408.745,5601.03,0.773
57426.245,5606.279,0.782
57443.745,5600.404,0.779
57461.245,5609.746,0.779
57478.745,5608.017,0.787
57496.245,5601.263,0.787
57513.745,5613.396,0.786
57531.245,5605.329,0.787
57548.745,5594.349,0.778
57566.245,5607.737,0.779
57583.745,5595.287,0.777
57601.245,5604.584,0.777
57618.745,5602.318,0.777
57636.245,5603.039,0.762
57653.745,5612.369,0.775
57671.245,5583.896,0.775
57688.745,5602.99,0.787
57706.245,5603.506,0.787
57723.745,5601.505,0.794
57741.245,5613.088,0.782
57758.745,5597.871,0.773
57776.245,5602.465,0.784
57793.745,5597.295,0.768
57811.245,5586.447,0.773
57828.745,5590.271,0.777
57846.245,5604.609,0.79
57863.745,5597.767,0.785
57881.245,5612.738,0.777
57898.745,5601.072,0.793
57916.245,5605.11,0.781
57933.745,5607.744,0.78
57951.245,5604.464,0.784
57968.745,5612.754,0.776
57986.245,5604.264,0.784
58003.745,5602.016,0.78
58021.245,5598.323,0.777
58038.745,5595.697,0.776
58056.245,5590.029,0.777
58073.745,5609.381,0.78
58091.245,5602.188,0.776
58108.745,5604.241,0.765
58126.245,5595.486,0.771
58143.745,5596.457,0.77
58161.245,5596.293,0.779
58178.745,5604.113,0.775
58196.245,5633.436,0.771
58213.745,5598.199,0.784
58231.245,5597.445,0.778
58248.745,5612.032,0.781
58266.245,5620.62,0.791
58283.745,5603.302,0.786
58301.245,5606.103,0.779
58318.745,5606.557,0.784
58336.245,5604.107,0.777
58353.745,5606.456,0.78
58371.245,5601.847,0.78
58388.745,5601.796,0.778
58406.245,5598.967,0.786
58423.745,5601.72,0.772
58441.245,5639.4,0.787
58458.745,5607.569,0.78
58476.245,5607.406,0.775
58493.745,5599.511,0.791
58511.245,5601.006,0.771
58528.745,5598.78,0.782
58546.245,5593.043,0.778
58563.745,5600.992,0.777
58581.245,5585.054,0.79
58598.745,5599.016,0.777
58616.245,5608.209,0.774
58633.745,5597.279,0.778
58651.245,5595.294,0.76
58668.745,5602.152,0.766
58686.245,5589.063,0.766
58703.745,5593.102,0.766
58721.245,5604.099,0.769
58738.745,5594.153,0.764
58756.245,5612.096,0.757
58773.745,5630.141,0.767
58791.245,5639.692,0.76
58808.745,5600.679,0.771
58826.245,5594.794,0.758
58843.745,5606.792,0.753
58861.245,5602.847,0.751
58878.745,5605.656,0.747
58896.245,5614.6,0.757
58913.745,5603.539,0.752
58931.245,5606.886,0.758
58948.745,5622.605,0.757
58966.245,5614.459,0.749
58983.745,5616.1,0.753
59001.245,5607.215,0.749
59018.745,5612.483,0.741
59036.245,5631.089,0.739
59053.745,5610.729,0.75
59071.245,5615.283,0.748
59088.745,5603.313,0.739
59106.245,5602.521,0.729
59123.745,5611.856,0.74
59141.245,5594.915,0.713
59158.745,5596.1,0.703
59176.245,5613.211,0.714
59193.745,5593.357,0.712
59211.245,5612.298,0.709
59228.745,5596.868,0.709
59246.245,5574.9,0.697
59263.745,5578.357,0.702
59281.245,5594.977,0.699
59298.745,5641.598,0.707
59316.245,5599.544,0.709
59333.745,5597.635,0.71
59351.245,5607.854,0.722
59368.745,5599.598,0.701
59386.245,5604.055,0.698
59403.745,5957.936,0.702
59421.245,5605.05,0.698
59438.745,5600.686,0.696
59456.245,5639.618,0.692
59473.745,5610.081,0.691
59491.245,5607.083,0.695
59508.745,5604.353,0.67
59526.245,5593.47,0.666
59543.745,5579.789,0.664
59561.245,5579.279,0.668
59578.745,5578.983,0.67
59596.245,5583.111,0.66
59613.745,5585.572,0.658
59631.245,5582.44,0.662
59648.745,5578.758,0.656
59666.245,5581.446,0.664
59683.745,5581.454,0.65
59701.245,5565.437,0.644
59718.745,5586.332,0.651
59736.245,5591.078,0.647
59753.745,5590.245,0.655
59771.245,5582.649,0.651
59788.745,5580.488,0.643
59806.245,5591.114,0.643
59823.745,5580.049,0.632
59841.245,5584.948,0.634
59858.745,5583.294,0.643
59876.245,5578.534,0.635
59893.745,5579.588,0.631
59911.245,5580.197,0.626
59928.745,5574.827,0.625
59946.245,5576.049,0.615
59963.745,5619.316,0.626
59981.245,5593.478,0.63
59998.745,5582.681,0.63
60016.245,5597.432,0.614
60033.745,5594.38,0.637
60051.245,5583.238,0.625
60068.745,5600.046,0.624
60086.245,5587.813,0.624
60103.745,5594.742,0.617
60121.245,5602.235,0.625
60138.745,5578.703,0.617
60156.245,5601.633,0.607
60173.745,5630.147,0.619
60191.245,5595.957,0.605
60208.745,5597.616,0.607
60226.245,5600.116,0.611
60243.745,5606.11,0.602
60261.245,5602.483,0.604
60278.745,5591.102,0.587
60296.245,5582.521,0.589
60313.745,5576.448,0.588
60331.245,5616.481,0.577
60348.745,5595.888,0.583
60366.245,5583.779,0.584
60383.745,5586.016,0.573
60401.245,5596.271,0.597
60418.745,5599.229,0.595
60436.245,5603.405,0.583
60453.745,5597.377,0.573
60471.245,5578.816,0.562
60488.745,5578.207,0.566
60506.245,5636.537,0.564
60523.745,5579.324,0.566
60541.245,5570.574,0.549
60558.745,5573.888,0.552
60576.245,5579.776,0.554
60593.745,5574.968,0.554
60611.245,5582.466,0.551
60628.745,5570.691,0.547
60646.245,5573.082,0.551
60663.745,5580.606,0.555
60681.245,5587.191,0.548
60698.745,5580.476,0.548
60716.245,5578.366,0.542
60733.745,5570.823,0.554
60751.245,5588.791,0.545
60768.745,5620.119,0.558
60786.245,5590.328,0.542
60803.745,5592.64,0.551
60821.245,5569.076,0.542
60838.745,5582.789,0.541
60856.245,5574.289,0.531
60873.745,5584.322,0.536
60891.245,5618.745,0.529
60908.745,5572.568,0.527
60926.245,5578.187,0.523
60943.745,5580.283,0.539
60961.245,5585.445,0.52
60978.745,5586.039,0.518
60996.245,5574.627,0.52
61013.745,5588.723,0.519
61031.245,5596.903,0.506
61048.745,5593.116,0.515
61066.245,5580.44,0.505
61083.745,5585.259,0.507
61101.245,5581.118,0.505
61118.745,5584.989,0.508
61136.245,5573.859,0.508
61153.745,5584.705,0.502
61171.245,5588.646,0.501
61188.745,5586.173,0.511
61206.245,5598.785,0.51
61223.745,5594.18,0.508
61241.245,5585.273,0.503
61258.745,5583.755,0.513
61276.245,5609.943,0.508
61293.745,5599.587,0.502
61311.245,5588.236,0.514
61328.745,5581.375,0.501
61346.245,5600.417,0.502
61363.745,5601.654,0.495
61381.245,5586.681,0.497
61398.745,5610.073,0.504
61416.245,5611.496,0.509
61433.745,5613.4,0.504
61451.245,5607.021,0.508
61468.745,5613.026,0.488
61486.245,5611.549,0.502
61503.745,5603.676,0.499
61521.245,5607.892,0.487
61538.745,5591.37,0.49
61556.245,5597.15,0.478
61573.745,5596.727,0.494
61591.245,5611.727,0.485
61608.745,5602.798,0.488
61626.245,5606.803,0.491
61643.745,5606.917,0.481
61661.245,5602.164,0.486
61678.745,5598.975,0.482
61696.245,5626.313,0.496
61713.745,5604.824,0.487
61731.245,5610.585,0.467
61748.745,5606.078,0.474
61766.245,5622.647,0.471
61783.745,5587.293,0.476
61801.245,5620.704,0.482
61818.745,5594.676,0.469
61836.245,5614.813,0.47
61853.745,5605.896,0.478
61871.245,5614.751,0.469
61888.745,5618.061,0.47
61906.245,5611.788,0.457
61923.745,5596.746,0.459
61941.245,5605.258,0.471
61958.745,5647.343,0.465
61976.245,5618.334,0.46
61993.745,5614.464,0.452
62011.245,5613.983,0.458
62028.745,5623.245,0.455
62046.245,5613.176,0.46
62063.745,5613.885,0.445
62081.245,5608.259,0.46
62098.745,5607.229,0.456
62133.745,5602.347,0.437
62151.245,5598.718,0.43
62168.745,5609.875,0.447
62186.245,5609.034,0.442
62203.745,5604.913,0.438
62221.245,5607.286,0.443
62238.745,5602.179,0.431
62256.245,5601.655,0.432
62273.745,5601.404,0.429
62291.245,5595.756,0.426
62308.745,5603.362,0.42
62326.245,5604.992,0.423
62343.745,5599.649,0.423
62361.245,5639.522,0.425
62378.745,5602.318,0.422
62396.245,5612.873,0.433
62413.745,5613.339,0.433
62431.245,5624.887,0.422
62448.745,5662.346,0.422
62466.245,5613.62,0.431
62483.745,5630.137,0.444
62501.245,5613.727,0.425
62518.745,5604.536,0.426
62536.245,5614.226,0.422
62553.745,5616.53,0.429
62571.245,5614.826,0.433
62588.745,5613.9,0.43
62606.245,5608.039,0.438
62623.745,5609.71,0.424
62641.245,5611.865,0.408
62658.745,5619.655,0.415
62676.245,5615.312,0.412
62693.745,5621.631,0.416
62711.245,5604.656,0.432
62728.745,5620.633,0.42
62746.245,5632.587,0.409
62763.745,5628.485,0.409
62781.245,5616.828,0.413
62798.745,5646.36,0.406
62816.245,5621.149,0.416
62833.745,5621.194,0.406
62851.245,5621.707,0.409
62868.745,5621.491,0.408
62886.245,5623.099,0.408
62903.745,5614.641,0.418
62921.245,5612.77,0.392
62938.745,5616.179,0.393
62956.245,5612.972,0.394
62973.745,5614.376,0.387
62991.245,5612.718,0.382
63008.745,5623.097,0.393
63026.245,5617.265,0.39
63043.745,5620.388,0.402
63061.245,5622.813,0.389
63078.745,5617.074,0.385
63096.245,5619.102,0.397
63113.745,5629.977,0.399
63131.245,5623.896,0.397
63148.745,5634.691,0.39
63166.245,5634.248,0.403
63183.745,5627.173,0.381
63201.245,5622.402,0.383
63218.745,5626.81,0.381
63236.245,5628.1,0.378
63253.745,5631.215,0.377
63271.245,5610.006,0.382
63288.745,5629.307,0.374
63306.245,5627.374,0.387
63323.745,5616.133,0.368
63341.245,5630.821,0.387
63358.745,5623.951,0.387
63376.245,5614.97,0.369
63393.745,5623.762,0.369
63411.245,5611.529,0.372
63428.745,5622.419,0.372
63446.245,5646.943,0.382
63463.745,5654.828,0.376
63481.245,5623.355,0.373
63498.745,5626.791,0.377
63516.245,5613.379,0.371
63533.745,5664.889,0.373
63551.245,5623.296,0.372
63568.745,5626.896,0.363
63586.245,5622.057,0.365
63603.745,5626.073,0.371
63621.245,5638.479,0.388
63638.745,5645.16,0.374
63656.245,5621.41,0.367
63673.745,5650.716,0.369
63691.245,5622.488,0.372
63708.745,5640.627,0.372
63726.245,5630.946,0.378
63743.745,5627.346,0.372
63761.245,5630.799,0.363
63778.745,5623.256,0.357
63796.245,5627.087,0.372
63813.745,5615.881,0.371
63831.245,5703.55,0.369
63848.745,5635.353,0.373
63866.245,5640.022,0.38
63883.745,5623.407,0.379
63901.245,5669.742,0.369
63918.745,5627.455,0.376
63936.245,5629.227,0.368
63953.745,5635.646,0.362
63971.245,5621.204,0.372
63988.745,5653.967,0.39
64006.245,5648.256,0.402
64023.745,5655.647,0.396
64041.245,5636.067,0.399
64058.745,5643.826,0.377
64076.245,5637.022,0.375
64093.745,5621.322,0.364
64111.245,5618.241,0.366
64128.745,5639.043,0.367
64146.245,5627.916,0.364
64163.745,5629.559,0.361
64181.245,5621.417,0.366
64198.745,5625.033,0.361
64216.245,5675.063,0.394
64233.745,5641.464,0.376
64251.245,5640.58,0.371
64268.745,5637.539,0.372
64286.245,5627.404,0.368
64303.745,5631.141,0.361
64321.245,5631.289,0.363
64338.745,5653.508,0.379
64356.245,5648.779,0.376
64373.745,5636.955,0.357
64391.245,5639.87,0.37
64408.745,5633.9,0.365
64426.245,5626.581,0.363
64443.745,5649.145,0.371
64461.245,5628.967,0.365
64478.745,5644.069,0.365
64496.245,5631.528,0.361
64513.745,5654.939,0.362
64531.245,5639.93,0.372
64548.745,5651.515,0.36
64566.245,5662.828,0.37
64583.745,5648.605,0.378
64601.245,5650.539,0.371
64618.745,5641.891,0.373
64636.245,5633.248,0.362
64653.745,5627.53,0.362
64671.245,5682.203,0.359
64688.745,5626.685,0.361
64706.245,5648.293,0.363
64723.745,5647.175,0.37
64741.245,5641.704,0.366
64758.745,5640.646,0.364
64776.245,5640.544,0.366
64793.745,5631.965,0.363
64811.245,5644.725,0.367
64828.745,5650.093,0.364
64846.245,5657.517,0.376
64863.745,5645.342,0.373
64881.245,5642.219,0.368
64898.745,5661.979,0.376
64916.245,5638.371,0.376
64933.745,5657.021,0.373
64951.245,5632.568,0.359
64968.745,5622.783,0.363
64986.245,5650.825,0.368
65003.745,5635.979,0.366
65021.245,5644.376,0.368
65038.745,5647.56,0.388
65056.245,5665.103,0.382
65073.745,5660.149,0.374
65091.245,5647.594,0.365
65108.745,5640.132,0.365
65126.245,5662.846,0.365
65143.745,5655.567,0.377
65161.245,5646.251,0.36
65178.745,5648.626,0.369
65196.245,5644.821,0.373
65213.745,5645.489,0.366
65231.245,5655.856,0.369
65248.745,5639.699,0.354
65266.245,5635.517,0.368
65283.745,5644.741,0.373
65301.245,5648.683,0.367
65318.745,5629.291,0.368
65336.245,5627.061,0.365
65353.745,5630.315,0.366
65371.245,5640.33,0.354
65388.745,5640.563,0.349
65406.245,5636.712,0.37
65423.745,5640.891,0.361
65441.245,5629.479,0.368
65458.745,5622.874,0.366
65476.245,5633.315,0.358
65493.745,5630.755,0.357
65511.245,5620.682,0.363
65528.745,5637.833,0.367
65546.245,5645.523,0.37
65563.745,5659.052,0.364
65581.245,5649.1,0.372
65598.745,5625.831,0.357
65616.245,5635.932,0.359
65633.745,5624.876,0.363
65651.245,5640.568,0.356
65668.745,5637.8,0.366
65686.245,5613.479,0.348
65703.745,5636.125,0.359
65721.245,5645.697,0.358
65738.745,5666.294,0.36
65756.245,5647.986,0.36
65773.745,5639.833,0.357
65791.245,5637.563,0.352
65808.745,5647.063,0.347
65826.245,5640.274,0.351
65843.745,5649.519,0.358
65861.245,5643.839,0.362
65878.745,5632.924,0.357
65896.245,5639.816,0.359
65913.745,5640.111,0.359
65931.245,5651.599,0.355
65948.745,5640.743,0.367
65966.245,5642.978,0.364
65983.745,5645.648,0.364
66001.245,5653.641,0.365
66018.745,5669.85,0.355
66036.245,5641.471,0.362
66053.745,5638.779,0.36
66071.245,5641.771,0.353
66088.745,5639.978,0.35
66106.245,5647.004,0.351
66123.745,5638.172,0.376
66141.245,5649.438,0.377
66158.745,5673.205,0.376
66176.245,5648.4,0.377
66193.745,5653.016,0.367
66211.245,5641.732,0.36
66228.745,5675.229,0.351
66246.245,5649.055,0.364
66263.745,5664.24,0.367
66281.245,5660.413,0.378
66298.745,5666.963,0.385
66316.245,5650.238,0.37
66333.745,5659.923,0.365
66351.245,5659.21,0.365
66368.745,5656.665,0.389
66386.245,5666.987,0.379
66403.745,5657.615,0.383
66421.245,5648.992,0.373
66438.745,5653.837,0.366
66456.245,5644.322,0.358
66473.745,5663.261,0.356
66491.245,5661.527,0.38
66508.745,5673.683,0.381
66526.245,5664.917,0.364
66543.745,5645.019,0.35
66561.245,5645.271,0.351
66578.745,5638.607,0.367
66596.245,5696.014,0.356
66613.745,5644.213,0.368
66631.245,5642.081,0.371
66648.745,5636.022,0.355
66666.245,5649.445,0.376
66683.745,5660.79,0.369
66701.245,5658.725,0.377
66718.745,5652.009,0.375
66736.245,5646.603,0.367
66753.745,5644.32,0.353
66771.245,5644.537,0.361
66788.745,5653.812,0.357
66806.245,5647.066,0.369
66823.745,5645.394,0.36
66841.245,5643.762,0.37
66858.745,5638.344,0.375
66876.245,5639.018,0.358
66893.745,5646.884,0.371
66911.245,5648.167,0.367
66928.745,5661.675,0.361
66946.245,5645.157,0.371
66963.745,5648.459,0.361
66981.245,5646.636,0.361
66998.745,5645.604,0.363
67016.245,5648.586,0.357
67033.745,5650.213,0.368
67051.245,5642.333,0.359
67068.745,5654.111,0.365
67086.245,5652.515,0.377
67103.745,5655.671,0.374
67121.245,5650.39,0.372
67138.745,5656.116,0.37
67156.245,5658.987,0.372
67173.745,5672.335,0.378
67191.245,5652.295,0.378
67208.745,5656.5,0.375
67226.245,5672.431,0.378
67243.745,5657.537,0.38
67261.245,5647.919,0.367
67278.745,5641.012,0.364
67296.245,5654.402,0.369
67313.745,5657.278,0.377
67331.245,5667.214,0.378
67348.745,5667.519,0.38
67366.245,5653.235,0.374
67383.745,5666.739,0.378
67401.245,5642.926,0.357
67418.745,5642.464,0.365
67436.245,5651.111,0.376
67453.745,5657.456,0.386
67471.245,5648.238,0.382
67488.745,5656.263,0.378
67506.245,5663.226,0.377
67541.245,5657.426,0.366
67558.745,5658.067,0.378
67576.245,5654.295,0.392
67593.745,5655.359,0.384
67611.245,5667.792,0.376
67628.745,5669.42,0.383
67646.245,5672.56,0.383
67663.745,5660.598,0.374
67681.245,5666.817,0.388
67698.745,5669.05,0.383
67716.245,5674.383,0.392
67733.745,5668.553,0.36
67751.245,5650.949,0.36
67768.745,5641.688,0.371
67786.245,5651.453,0.353
67803.745,5654.729,0.363
67821.245,5652.487,0.365
67838.745,5650.397,0.357
67856.245,5646.182,0.362
67873.745,5638.417,0.36
67891.245,5658.618,0.362
67908.745,5643.799,0.364
67926.245,5642.394,0.356
67943.745,5656.241,0.37
67961.245,5661.131,0.371
67978.745,5662.44,0.373
67996.245,5663.882,0.375
68013.745,5637.247,0.365
68031.245,5643.067,0.356
68048.745,5632.268,0.374
68066.245,5644.809,0.368
68083.745,5655.086,0.369
68101.245,5651.472,0.363
68118.745,5653.966,0.363
68136.245,5655.056,0.369
68153.745,5657.313,0.363
68171.245,5647.982,0.363
68188.745,5641.43,0.346
68206.245,5638.776,0.359
68223.745,5657.029,0.35
68241.245,5643.807,0.364
68258.745,5645.764,0.366
68276.245,5642.309,0.354
68293.745,5642.711,0.357
68311.245,5650.46,0.356
68328.745,5635.816,0.355
68346.245,5647.148,0.364
68363.745,5660.626,0.365
68381.245,5660.994,0.375
68398.745,5665.86,0.371
68416.245,5654.333,0.363
68433.745,5661.14,0.364
68451.245,5664.345,0.348
68468.745,5659.621,0.353
68486.245,5661.854,0.373
68503.745,5687.576,0.366
68521.245,5670.265,0.382
68538.745,5670.92,0.366
68556.245,5654.561,0.368
68573.745,5660.092,0.375
68591.245,5663.256,0.374
68608.745,5672.821,0.379
68626.245,5689.71,0.373
68643.745,5653.006,0.379
68661.245,5659.419,0.369
68678.745,5667.14,0.377
68696.245,5671.995,0.384
68713.745,5670.495,0.383
68731.245,5647.832,0.373
68748.745,5656.184,0.359
68766.245,5697.53,0.363
68783.745,5650.06,0.364
68801.245,5661.068,0.362
68818.745,5649.179,0.37
68836.245,5630.501,0.365
68853.745,5654.857,0.361
68871.245,5638.173,0.375
68888.745,5651.856,0.36
68906.245,5653.514,0.364
68923.745,5670.616,0.375
68941.245,5661.726,0.381
68958.745,5664.104,0.369
68976.245,5652.112,0.364
68993.745,5649.289,0.367
69011.245,5653.566,0.363
69028.745,5654.617,0.358
69046.245,5649.257,0.376
69063.745,5655.822,0.354
69081.245,5653.424,0.361
69098.745,5639.792,0.356
69116.245,5651.35,0.348
69133.745,5644.858,0.352
69151.245,5659.014,0.36
69168.745,5646.665,0.366
69186.245,5652.378,0.362
69203.745,5641.768,0.352
69221.245,5646.981,0.36
69238.745,5656.096,0.356
69256.245,5698.436,0.368
69273.745,5638.613,0.36
69291.245,5634.495,0.353
69308.745,5652.865,0.361
69326.245,5638.176,0.365
69343.745,5653.996,0.359
69361.245,5655.499,0.379
69378.745,6084.835,0.357
69396.245,5651.98,0.356
69413.745,5655.806,0.353
69431.245,5663.753,0.367
69448.745,5666.926,0.364
69466.245,5650.566,0.372
69483.745,5644.006,0.357
69501.245,5646.96,0.366
69518.745,5641.181,0.367
69536.245,5653.928,0.361
69553.745,5645.456,0.351
69571.245,5632.521,0.35
69588.745,5648.373,0.351
69606.245,5642.998,0.336
69623.745,5647.805,0.355
69641.245,5633.816,0.343
69658.745,5655.218,0.355
69676.245,5645.865,0.366
69693.745,5649.085,0.367
69711.245,5644.674,0.35
69728.745,5642.516,0.367
69746.245,5657.58,0.367
69763.745,5649.924,0.355
69781.245,5666.818,0.355
69798.745,5653.536,0.35
69816.245,5640.25,0.368
69833.745,5636.839,0.357
69851.245,5638.003,0.352
69868.745,5695.236,0.351
69886.245,5639.753,0.359
69903.745,5641.87,0.354
69921.245,5680.966,0.341
69938.745,5643.901,0.352
69956.245,5632.357,0.351
69973.745,5642.785,0.346
69991.245,5646.6,0.359
70008.745,5632.231,0.352
70026.245,5640.525,0.354
70043.745,5627.814,0.365
70061.245,5643.264,0.361
