Time_s,DeltaT_C
61463.218,6.2451
61475.851,6.0690
61488.478,5.1425
61501.107,6.2098
61513.742,6.7771
61526.377,6.0944
61539.014,6.4117
61551.647,5.4790
61564.280,6.5462
61576.914,5.3645
61589.547,6.1863
61602.185,5.7581
61614.819,6.0798
61627.455,7.1516
61640.086,6.2233
61652.719,6.7951
61665.355,4.8668
61677.982,5.9385
61690.620,6.2601
61715.887,6.1530
61728.527,5.4746
61741.162,6.5461
61766.434,5.4390
61804.343,6.9035
61816.976,5.9750
61829.610,6.2965
61842.247,6.1180
61867.523,5.0110
61880.161,4.5819
61892.799,5.1523
61905.435,6.2226
61918.078,6.0431
61930.715,6.3634
61943.354,7.1838
61955.989,7.0040
61968.624,5.3240
61981.262,5.8942
62006.539,5.2844
62019.171,6.1044
62044.453,7.2447
62057.091,6.3147
62082.368,5.9544
62095.003,6.7741
62107.643,6.0938
62132.923,5.2332
62170.844,5.6924
62196.119,7.0817
62208.759,5.9014
62234.036,5.2908
62246.674,5.8605
62259.316,6.1802
62271.958,6.4999
62284.593,4.3196
62297.232,6.6392
62309.870,6.2084
62335.147,5.8468
62347.787,5.6661
62360.422,6.7352
62373.060,5.8044
62385.697,5.6236
62398.334,6.4428
62410.975,5.7621
62423.615,6.3313
62448.904,7.2197
62461.542,6.0389
62474.179,5.6081
62486.818,6.6774
62499.459,6.4966
62524.744,7.6350
62537.382,6.4542
62562.655,5.3426
62575.299,5.6619
62587.939,6.9811
62600.578,6.0503
62613.217,7.6195
62625.854,6.1887
62651.132,7.3285
62663.777,7.1513
62676.421,5.9741
62689.060,6.2969
62701.701,6.6197
62714.347,6.1925
62726.986,6.5155
62739.627,6.8385
62752.270,5.9115
62764.916,6.4827
62790.200,5.8751
62840.768,5.6597
62853.413,4.9795
62866.052,6.0492
62878.693,6.3687
62941.901,6.2141
62954.543,5.5331
62967.184,6.6021
62979.826,6.1711
62992.471,5.6886
63005.111,6.2055
63017.755,6.4723
63030.398,6.2392
63043.037,5.7560
63055.676,6.7728
63068.316,5.7897
63080.959,7.3065
63093.600,5.8234
63118.878,5.3571
63131.522,6.3739
63144.167,5.8907
63156.813,6.4076
63169.459,5.9244
63182.098,5.1707
63194.737,6.4053
63207.376,5.6400
63220.016,4.8690
63232.658,4.5972
63245.298,6.0753
63257.943,4.5535
63270.583,4.7817
63283.228,5.5099
63295.871,5.2380
63308.508,4.7162
63321.151,5.6951
63346.437,4.4045
63359.083,5.3841
63371.728,3.6130
63384.372,5.5908
63397.017,3.8270
63409.659,4.5643
63422.303,4.8017
63434.943,5.5391
63447.583,4.2849
63460.229,5.5335
63472.870,4.5321
63485.508,4.2954
63498.150,3.5602
63510.793,5.0749
63523.434,4.0897
63536.079,4.3545
63548.736,5.6192
63561.378,5.3840
63574.022,5.6488
63586.667,4.4135
63599.308,5.9283
63611.951,5.1930
63624.596,4.7078
63637.239,4.4725
63649.885,4.9873
63662.533,4.7521
63675.181,5.7668
63687.828,5.2816
63700.480,2.5464
63713.127,3.5611
63725.771,5.0759
63738.423,5.8393
63751.065,3.8416
63763.710,4.5939
63776.359,4.8462
63801.655,5.1009
63814.300,4.8532
63826.950,4.1062
63839.600,4.6112
63852.249,4.8663
63864.897,3.8716
63877.542,4.6272
63890.191,5.3829
63902.841,4.8884
63915.495,5.8938
63928.145,4.6493
63940.792,5.1547
63953.440,4.6601
63966.094,5.1656
63978.747,3.9210
63991.397,4.6761
64004.049,3.4311
64016.708,3.9361
64029.361,4.4412
64042.007,3.9462
64054.653,5.4512
64067.305,3.9562
64079.956,5.2112
64092.604,3.7151
64105.253,3.9676
64117.903,4.9701
64130.551,3.9726
64143.202,3.4751
64155.850,3.7276
64168.498,3.9813
64181.144,4.7352
64193.801,3.4891
64206.462,3.7430
64219.107,3.4970
64244.407,3.7548
64257.060,5.5079
64269.712,4.0109
64295.009,3.5170
64307.658,4.7700
64320.305,5.2722
64332.958,4.7730
64345.612,3.0237
64358.262,3.7744
64370.915,4.0252
64383.569,5.0259
64396.225,5.2766
64408.880,5.5273
64446.831,3.7798
64459.488,4.7808
64484.795,4.0330
64497.446,5.0341
64510.114,4.5344
64522.731,3.5307
64547.968,4.7734
64560.588,4.2697
64573.208,4.0160
64585.824,4.7623
64598.450,4.2587
64611.066,3.7550
64623.687,4.0013
64648.929,4.7440
64661.545,4.9903
64674.165,3.9841
64686.787,3.2264
64699.403,4.7188
64712.021,4.2111
64724.643,4.7034
64762.512,3.6805
64775.128,4.9228
64787.753,3.9152
64800.375,4.9075
64812.998,3.8999
64825.619,3.6422
64838.239,4.8846
64850.859,3.6269
64876.106,4.3680
64888.725,3.8650
64913.970,2.6091
64926.594,5.1062
64939.222,4.1032
64951.845,3.6003
64964.465,4.3473
64977.093,3.5943
64989.720,4.8414
65002.345,4.5884
65027.591,3.3312
65040.213,4.5766
65065.456,4.8255
65078.083,3.8290
65090.707,3.5822
65103.329,3.8338
65115.953,4.5854
65128.576,3.8370
65141.204,3.5886
65153.829,3.3402
65166.454,3.5918
65179.079,4.3434
65191.703,4.0950
65204.327,3.8466
65216.952,5.0982
65229.578,3.8498
65242.202,3.6014
65254.829,3.8508
65267.452,4.0988
65292.707,3.5949
65305.334,5.0930
65317.965,3.8410
65330.592,4.5884
65368.482,3.8306
65381.111,4.0779
65393.743,3.5753
65418.994,4.5763
65431.609,3.3293
65444.235,3.5823
65456.862,3.8352
65469.486,3.3382
65482.110,3.8412
65494.738,4.0942
65507.365,3.8471
65519.991,3.5970
65545.242,3.8440
65557.867,3.3426
65570.494,4.8411
65595.752,4.5882
65608.380,4.8367
65621.006,2.5852
65646.254,4.5823
65658.879,3.3334
65709.398,4.8406
65722.027,3.3416
65747.281,4.0881
65759.910,3.5873
65772.539,4.5880
65797.794,2.8394
65810.421,3.3401
65835.673,3.8426
65848.297,3.5947
65873.552,3.8473
65898.813,4.8480
65911.442,4.5983
65936.701,3.3490
65949.328,3.8493
65961.956,4.5996
65974.586,3.8500
65987.213,4.6003
65999.841,3.8506
66012.471,3.3510
66025.100,3.8513
66037.731,3.6016
66062.989,4.1023
66075.616,4.6026
66088.247,4.1030
66100.876,4.3527
66113.509,3.8523
66138.771,3.6059
66151.407,2.8598
66164.041,3.8628
66176.670,3.3615
66189.298,2.6101
66201.933,3.8588
66214.569,5.1075
66227.200,3.6062
66239.828,4.8549
66252.459,3.3540
66277.723,3.8540
66302.998,3.3539
66315.637,3.8534
66340.899,4.8523
66353.531,3.8517
66366.162,3.1012
66378.792,3.5975
66404.054,3.3444
66429.316,3.8469
66441.951,3.3484
66454.584,3.8508
66467.216,4.1031
66479.845,3.6048
66492.479,4.8541
66505.108,4.6034
66517.739,3.3527
66530.371,2.6019
66543.003,3.6012
66555.637,3.8505
66568.265,3.0998
66593.529,3.8483
66606.162,2.5976
66618.795,3.8469
66644.065,2.5939
66656.699,3.3412
66669.337,3.5885
66681.968,2.5859
66694.601,3.5832
66707.232,3.8300
66719.860,4.5745
66732.497,3.5805
66745.130,3.0876
66757.767,4.5947
66770.400,3.8518
66795.669,3.3642
66808.303,4.3649
66820.938,3.8656
66833.571,4.1154
66846.204,4.6142
66858.838,3.8629
66871.472,3.6117
66896.740,3.3591
66909.377,4.6066
66922.014,4.8540
66947.280,3.5988
66959.918,4.5962
66972.555,3.8436
66985.185,2.5910
66997.818,3.5901
67010.450,3.8392
67023.090,4.8383
67035.728,4.0874
67048.362,4.5865
67060.996,3.8362
67086.267,5.0874
67098.903,3.5880
67111.539,5.0886
67124.175,3.0891
67136.806,3.5897
67149.439,5.0883
67162.073,3.5851
67174.708,5.3318
67187.342,3.8342
67199.975,3.5885
67212.612,4.0929
67225.245,2.8458
67237.884,3.3487
67263.155,2.8523
67275.791,3.8533
67288.433,3.6044
67301.066,4.3555
67313.709,2.6066
67326.345,4.8569
67338.981,3.6068
67351.619,3.8566
67364.259,5.1065
67376.900,4.8563
67389.538,4.6062
67402.176,4.8560
67414.818,3.3551
67427.452,4.6039
67440.089,3.6026
67452.729,4.6014
67465.367,3.8501
67478.007,3.3493
67490.645,3.8533
67515.929,3.6094
67528.571,3.3569
67541.213,3.8545
67553.855,3.3520
67579.135,2.6029
67591.777,4.8554
67604.419,3.3556
67629.704,3.8477
67642.344,3.5964
67654.987,5.3471
67667.628,3.8479
67680.269,3.5975
67692.910,4.8468
67705.554,3.8462
67718.198,3.5955
67730.840,3.0948
67743.478,3.8442
67756.119,3.3435
67768.763,2.3429
67781.408,5.0922
67794.051,3.8416
67806.697,3.3409
67819.342,3.5903
67831.987,4.8396
67844.630,2.5890
67857.272,2.8383
67869.919,4.5888
67882.562,3.8402
67907.848,4.0930
67920.490,3.3444
67945.770,3.8473
67958.414,3.5987
67971.057,3.8502
67983.699,3.3520
67996.350,2.8538
68008.996,4.3557
68021.639,3.6075
68034.285,4.6094
68046.928,3.3612
68059.573,4.6130
68072.219,3.8649
68084.864,4.6167
68097.509,3.8686
68110.156,3.6204
68135.450,2.6238
68148.098,3.3752
68160.745,3.6266
68186.036,4.3792
68198.680,4.1305
68211.325,3.8817
68236.615,5.1311
68249.260,3.3807
68261.905,4.8802
68274.553,3.8797
68287.197,3.3792
68299.843,3.8787
68312.493,3.3783
68350.441,3.8768
68363.089,4.6263
68388.388,3.8769
68401.039,3.3776
68413.686,4.1283
68438.985,3.3798
68451.633,3.8807
68464.285,3.6317
68476.938,3.3828
68502.241,4.6348
68514.895,2.8859
68527.546,2.3869
68540.190,3.8844
68552.840,4.8814
68565.492,4.3785
68578.146,3.3755
68590.794,3.8726
68603.448,4.6196
68641.400,3.3624
68679.341,4.6153
68691.991,3.8663
68717.294,4.6182
68729.945,3.8691
68742.597,5.1201
68755.246,3.6211
68767.896,2.8720
68780.546,3.3730
68793.196,3.8739
68818.495,2.3708
68831.147,3.8691
68843.793,4.1175
68856.445,3.3658
68881.741,3.8625
68894.393,4.1108
68907.041,3.8592
68919.690,3.3567
68932.342,3.8524
68944.990,3.3481
68970.290,2.5901
68982.940,3.3362
68995.591,3.8313
69008.253,3.3259
69020.903,4.3204
69033.556,5.3150
69046.212,3.3095
69058.861,3.5541
69071.516,3.7987
69096.825,3.2882
69109.476,5.0344
69122.129,3.7807
69134.783,3.5298
69147.437,3.2813
69160.089,4.2828
69172.742,5.0343
69185.398,3.7859
69210.710,2.5389
69223.362,3.7904
69236.016,3.5419
69248.671,3.2934
69273.994,3.7964
69311.964,4.8026
69324.621,3.5549
69337.275,5.0572
69349.926,3.5596
69362.578,3.8119
69387.889,4.5709
69400.546,3.8273
69413.200,3.3327
69425.858,3.8356
69463.847,2.3346
69476.461,5.0810
69489.071,3.3286
69501.682,4.5765
69514.296,4.3245
69526.913,4.0725
69539.527,3.8205
69564.758,3.3154
69577.370,4.0626
69589.993,4.5597
69602.606,3.8069
69615.215,2.5540
69627.836,3.3012
69640.448,4.2983
69653.061,3.7954
69665.671,3.5426
69678.282,3.7897
69690.896,4.5369
69703.510,4.7840
69716.122,4.0350
69728.734,3.5380
69741.352,4.5411
69753.966,3.5441
69779.193,5.3002
69791.812,3.8032
69804.426,3.5556
69817.045,4.3077
69829.661,3.3098
69842.284,4.5630
69854.902,3.5664
69867.519,3.8198
69892.748,4.0765
69905.366,4.5797
69930.600,3.3353
69943.217,3.5881
69955.838,3.8409
69981.081,3.3471
69993.697,3.6006
70006.318,4.8541
70018.936,3.8576
70031.555,3.6111
70044.176,3.8646
70082.032,3.6252
70094.653,4.6287
70107.271,3.3822
70119.889,4.8857
70132.507,3.3892
70145.122,3.6427
70157.743,3.3962
70170.362,3.6498
70182.982,2.9030
70195.602,4.6530
70208.222,3.6530
70220.840,3.4030
70233.461,3.9030
70246.082,3.4030
70271.320,3.6530
70296.559,3.9030
70309.176,4.6530
70321.798,3.9030
70347.040,4.6530
