Time_s,Voltage_mV
47347.39361674,174.3627786636
47424.87676486,173.9358007908
47461.03553452,173.6389100552
47551.43248648,172.7352142334
47600.50514052,172.3663508892
47665.07438426,171.7505156994
47739.9746981,171.0540801287
47791.63007622,170.5921888351
47879.44432854,170.6389635801
47918.18583738,170.546233654
47980.17224786,170.0615435839
48055.0726233,169.0197139978
48106.7280978,167.9720729589
48181.62841456,166.7150557041
48246.19771122,165.3096079826
48308.18420766,164.9325042963
48372.7534951,164.1699373722
48434.73996474,164.203286171
48512.2230933,163.5294556618
48561.29572794,162.8372222185
48638.77889588,162.398904562
48687.85160922,161.2067073584
48752.42085692,160.4880094528
48827.32118514,159.4869196415
48902.22149752,158.4764569998
48953.87683812,156.4548760653
49028.77713868,155.6068658829
49093.34646934,153.7913829088
49155.33299218,151.3261646032
49206.98845028,149.5246589184
49281.88880026,147.4985033274
49359.37181344,146.1724936962
49408.44446146,144.5028930902
49473.0137372,143.298253417
49535.00024488,141.43922925
49599.56946448,141.4920687675
49661.55594214,141.0496979952
49726.1252402,140.2574032545
49788.1117749,138.7343853712
49865.59484022,135.4861706495
49914.66744746,131.9627910852
49979.23672632,130.072131753
50054.13709276,128.799661994
50131.6202205,126.3325661421
50219.43434052,126.0703653097
50245.26201978,124.574303627
50307.24847366,123.0441704392
50369.23490406,119.1399693489
50433.80415256,116.1568686366
50495.79060878,112.9599735141
50573.27365264,110.8374223113
50635.26019274,108.1840991974
50699.82934374,105.9724465013
50774.72961532,105.2873060107
50826.38499256,100.9098887444
50888.3714446,98.78204762936
50950.35792546,97.13210165501
51014.92720258,95.10033577681
51128.56899494,95.02377361059
51141.48283238,93.68149191141
51268.03859104,95.94053775072
51330.02504098,97.42670506239
51394.59435966,98.92189502716
51456.58079172,101.161442697
51482.40850644,102.448284626
51544.3949676,101.4215201139
51647.70576886,100.1014858484
51670.950683,101.0026782751
51735.52000964,100.0271067023
51823.33419982,98.39162230492
51911.14840444,98.96618127823
51949.88995046,98.91002625227
51988.63156132,98.95513951778
52063.53177392,97.40591794252
52115.18717766,96.97163850069
52190.08767748,95.88258713484
52277.90184028,94.96265649796
52303.72952846,95.14620155096
52368.29881788,93.79743039608
52456.11307262,91.5701687336
52518.09947798,90.81552922726
52569.75488344,88.86551856995
52670.48302636,88.40128034353
52696.31072406,88.49796652794
52784.1250411,88.06791901588
52861.60827094,87.66341209412
52923.59486058,87.74527907372
52949.42256564,88.10096979141
53024.32292106,87.09917962551
53125.05094786,85.61737835407
53189.62029154,85.41562408209
53241.27580212,85.57412028313
53277.4346607,85.23960411549
53342.00402612,83.87682586908
53403.9906471,82.35199004412
53517.63262798,81.941626966
53556.3742149,82.02923089266
53620.94356196,82.13172107935
53695.84405428,81.57649636269
53770.74454788,81.59781247377
53848.22782394,81.31386339664
53910.21443234,82.01805502176
53974.78372464,82.24011212587
54000.611416,82.4799016118
54062.5979739,81.97475969791
54150.41225242,81.89205825329
54214.98154084,81.74363523722
54289.88203894,81.82415366173
54315.7097997,81.99606090784
54393.1930099,82.22609013319
54442.26576526,81.6215723753
54506.83514416,81.63654059172
54620.47723338,80.92260360718
54646.30497294,80.98896592855
54734.11930876,80.67013323307
54798.68865344,80.41632175446
54834.84747302,79.86836880445
54948.48948702,79.23585921526
55000.14498674,80.15528321266
55025.97272084,79.59393411875
55087.95933796,77.97041535378
55188.68756038,78.88684421778
55266.17085308,78.69341224432
55302.32968874,78.97460460663
