Time_s,Voltage_mV,CmdDisp_um,CmdStrain_pct
41.81143912,-55.1219470799,-11.40343921875,-0.0380114640625
41.89406404,-50.40124431252,-11.242062421875,-0.03747354140625
41.97669318,-48.02983254194,-11.0806773828125,-0.0369355912760417
42.05933896,-47.58351296186,-10.91925984375,-0.0363975328125
42.14198594,-44.09154877067,-10.7578399609375,-0.0358594665364584
42.22460234,-42.26422309875,-10.5964798046875,-0.0353215993489584
42.30723176,-39.11976143718,-10.43509421875,-0.0347836473958334
42.38984774,-38.52140530944,-10.2737348828125,-0.0342457829427084
42.47249534,-34.37949717045,-10.1123137890625,-0.0337077126302084
42.5551175,-33.2117266953,-9.95094238281251,-0.0331698079427084
42.63776796,-28.84180098772,-9.78951570312501,-0.0326317190104167
42.72041596,-28.07279117405,-9.62809382812502,-0.0320936460937501
42.80305582,-24.89034458995,-9.46668785156252,-0.0315556261718751
42.88567322,-21.51110954583,-9.30532574218751,-0.0310177524739584
42.9683116,-20.32419107854,-9.14392265625001,-0.0304797421875
43.0509414,-17.16777123511,-8.98253632812501,-0.0299417877604167
43.13355672,-13.02021369338,-8.82117828125001,-0.0294039276041667
43.21618974,-11.09446585178,-8.65978566406252,-0.0288659522135417
43.29883812,-8.29342007637,-8.49836304687501,-0.0283278768229167
43.38147362,-4.285885952413,-8.33696558593751,-0.0277898852864584
43.46409662,-0.6310753524303,-8.17559253906251,-0.0272519751302084
43.54672704,6.62657758221,-8.01420500000001,-0.0267140166666667
43.62935076,7.282128091902,-7.85283054687501,-0.0261761018229167
43.71197622,9.528268128633,-7.69145269531252,-0.0256381756510417
43.7945883,13.30659911036,-7.53010097656251,-0.0251003365885417
43.87723658,16.49743318558,-7.36867855468751,-0.0245622618489584
43.95988552,18.68485659361,-7.20725484375001,-0.0240241828125
44.04251068,23.5546939075,-7.04587757812501,-0.02348625859375
44.12515688,26.60689875484,-6.88445921875002,-0.0229481973958334
44.20778468,29.90771457553,-6.72307679687501,-0.0224102559895834
44.29043278,27.99702435732,-6.56165472656251,-0.021872182421875
44.3730589,31.73217177391,-6.40027558593752,-0.0213342519531251
44.455717,35.75889393687,-6.23883398437501,-0.02079611328125
44.5383333,38.92646357417,-6.07747402343752,-0.0202582467447917
44.62096764,41.14163294435,-5.91607882812501,-0.0197202627604167
44.70361534,43.23807731271,-5.75465753906251,-0.019182191796875
44.78624354,47.66459390521,-5.59327433593751,-0.0186442477864584
44.86885594,50.98062381148,-5.4319219921875,-0.018106406640625
44.95147852,53.00899222493,-5.27054976562501,-0.01756849921875
45.03412218,55.48103153706,-5.10913636718752,-0.0170304545572917
45.11674086,57.57691338658,-4.94777175781251,-0.0164925725260417
45.19937088,63.34551423788,-4.78638500000002,-0.0159546166666667
45.28199596,70.3935995698,-4.625007890625,-0.01541669296875
45.36462942,72.5366845727,-4.46361441406251,-0.0148787147135417
45.44726302,76.2040168047,-4.30222066406251,-0.014340735546875
45.52988202,77.08984613419,-4.14085542968751,-0.0138028514322917
45.61252368,83.14426988363,-3.97944593750001,-0.0132648197916667
45.69514392,87.64849603176,-3.81807828125001,-0.0127269276041667
45.7777777,89.98792618513,-3.65668417968751,-0.012188947265625
45.86040998,93.29790621996,-3.49529300781251,-0.0116509766927084
45.94306044,97.50922769308,-3.333866328125,-0.0111128877604167
46.02569654,99.9825373292,-3.17246769531251,-0.0105748923177084
46.10832938,102.6373878121,-3.01107542968751,-0.0100369180989584
46.19098034,104.9659997225,-2.84964777343751,-0.00949882591145836
46.27361682,107.8832447529,-2.68824839843751,-0.00896082799479169
46.35626436,112.3440265656,-2.52682742187502,-0.00842275807291672
46.43890912,114.9659901857,-2.51696883877839,-0.00838989612926132
46.52154898,118.0977597833,-2.67745773592861,-0.00892485911976203
46.60418902,120.4085126519,-2.83794698264381,-0.00945982327547936
46.68680232,120.7293197513,-2.99838429953834,-0.00999461433179446
46.76943378,122.4143505096,-3.15885688365588,-0.0105295229455196
46.8520735,122.7951794863,-3.31934550892223,-0.0110644850297408
46.93471658,123.9545941353,-3.47984065940162,-0.0115994688646721
47.01734624,124.3143156171,-3.64030974786931,-0.012134365826231
47.09997724,124.1580843925,-3.80078143865411,-0.0126692714621804
47.18258818,124.8850151896,-3.96121417236328,-0.0132040472412109
47.26522608,125.4217624664,-4.12169926313919,-0.0137389975437973
47.34786568,125.1939982176,-4.2821876553622,-0.0142739588512073
47.43051564,124.8888447881,-4.44269616699218,-0.0148089872233073
47.51315608,125.1044869423,-4.60318619051846,-0.0153439539683949
47.59577118,124.1775751114,-4.76362700306284,-0.0158787566768761
47.67840378,124.2752745748,-4.92410180109196,-0.0164136726703065
47.76103516,123.4472692013,-5.08457422984729,-0.0169485807661576
47.84366848,122.8371933103,-5.24505042613635,-0.0174835014204545
47.9262957,121.7259392142,-5.40551477605645,-0.0180183825868548
48.00891512,120.7595840096,-5.5659639781605,-0.018553213260535
48.09153268,119.5195689797,-5.72640956809303,-0.0190880318936434
48.17415128,118.5179948807,-5.88685717773436,-0.0196228572591145
48.25676646,117.4269393086,-6.04729814564097,-0.0201576604854699
48.33941694,116.79392308,-6.20780766712534,-0.0206926922237511
48.42205042,115.1873245835,-6.36828417413884,-0.0212276139137961
48.5046739,114.8444339633,-6.52874126087535,-0.0217624708695845
48.58730802,114.1934916377,-6.68921901078657,-0.0222973967026219
48.66994688,112.7786114812,-6.84970596590908,-0.0228323532196969
48.75256862,111.0841706395,-7.01015967351739,-0.0233671989117246
48.83518756,109.8161414266,-7.17060794344815,-0.0239020264781605
48.91784598,106.4986437559,-7.33113288463245,-0.0244371096154415
