Time_s,Bridge_BridgeSidsteTest,TempActual_C,TempTarget_C
151514,NaN,23.974,23.963
151569.94231474,-122.9202374816,NaN,NaN
151622,NaN,23.974,23.948
151675.8340902,-121.7529326677,NaN,NaN
151730.07139588,-121.4974075556,NaN,NaN
151783,NaN,23.929,23.926
151835.96319024,-120.561785996,NaN,NaN
151890.20044838,-120.0468763709,NaN,NaN
151945,NaN,23.894,23.903
151998.67492154,-118.4564828873,NaN,NaN
152055.49490794,-117.350846529,NaN,NaN
152109.73211942,-4.777291789651,NaN,NaN
152162,NaN,23.886,23.873
152218,NaN,23.876,23.865
152269.86107902,-113.3222207427,NaN,NaN
152324,NaN,23.859,23.851
152378.33565322,-4.800548776984,NaN,NaN
152430,NaN,23.839,23.836
152484.22739824,-111.1696660519,NaN,NaN
152538.46465574,-110.5805262923,NaN,NaN
152592.70191396,-109.9220365286,NaN,NaN
152648,NaN,23.823,23.806
152703.75917982,-108.4357127547,NaN,NaN
152759,NaN,23.819,23.79
152812.23380034,-106.2574088573,NaN,NaN
152866.4710762,-4.09473804757,NaN,NaN
152920,NaN,23.78,23.768
152974.94559668,-103.6869511008,NaN,NaN
153027,NaN,23.738,23.753
153080.83749276,-101.7537415028,NaN,NaN
153137.65757084,-100.9344235063,NaN,NaN
153189.31217566,-100.6307676435,NaN,NaN
153243.54945668,-99.5255112648,NaN,NaN
153297.78676544,-98.75275939703,NaN,NaN
153350,NaN,23.733,23.708
153403.67868506,-97.19157218933,NaN,NaN
153457.91597604,-95.40445357561,NaN,NaN
153511,NaN,23.709,23.686
153566.390601,-85.08704602718,NaN,NaN
153622,NaN,23.679,23.67
153674.86515558,-60.19720435143,NaN,NaN
153728,NaN,23.665,23.656
153784,NaN,23.646,23.648
153837.5771518,-46.74256965518,NaN,NaN
153890,NaN,23.646,23.633
153946,NaN,23.643,23.625
153997.70624108,-40.50164669752,NaN,NaN
154051.94359022,-38.4149029851,NaN,NaN
154106.18086096,-36.04967519641,NaN,NaN
154160.41811152,-33.97224470973,NaN,NaN
154214.65542932,-1.103323535062,NaN,NaN
154270,NaN,23.598,23.58
154323.13017432,-27.87061035633,NaN,NaN
154377.36749126,-26.35026723146,NaN,NaN
154431.60484212,-24.8335916549,NaN,NaN
154483.25944998,-23.35655130446,NaN,NaN
154539,NaN,23.549,23.543
154591.73400742,-21.11564017832,NaN,NaN
154645.97130684,-19.33787018061,NaN,NaN
154700.20857918,-17.24531129003,NaN,NaN
154754.44584832,-0.403584621381,NaN,NaN
154808.68316464,-14.53467551619,NaN,NaN
154862.92046316,-12.90424540639,NaN,NaN
154917,NaN,23.485,23.491
154971.39511242,-9.254675358534,NaN,NaN
155025.6324162,-7.753016427159,NaN,NaN
155079,NaN,23.484,23.468
155134.10704736,-5.400504451245,NaN,NaN
155190,NaN,23.462,23.453
155242.58165388,-2.897690748796,NaN,NaN
155296.8189358,-2.869509160519,NaN,NaN
155351.05624058,-0.09197876352118,NaN,NaN
155407,NaN,23.428,23.423
155459.53091786,0.504519266542,NaN,NaN
155513.7681889,1.472866395488,NaN,NaN
155569,NaN,23.396,23.4
155624.82547978,4.532899707556,NaN,NaN
155679.0627703,6.046307273209,NaN,NaN
155733.30012224,0.1065498945536,NaN,NaN
155787.5374294,8.507443591952,NaN,NaN
155841,NaN,23.374,23.362
155893.42935524,11.35485619307,NaN,NaN
155947.66670158,12.48026639223,NaN,NaN
156001.90404286,0.3219161881134,NaN,NaN
156053.55871652,13.26303184032,NaN,NaN
156109,NaN,23.331,23.325
156164.61626898,16.34757965803,NaN,NaN
156216.27087696,17.68548414111,NaN,NaN
156273.09094798,18.91971006989,NaN,NaN
156327,NaN,23.304,23.295
156378.9829307,0.07287023618119,NaN,NaN
156433.22024696,1.22748571448,NaN,NaN
156487.4575968,1.279952703044,NaN,NaN
156539.11219228,51.47599428892,NaN,NaN
156595,NaN,23.269,23.257
156647.5868786,58.5963614285,NaN,NaN
156701.82419088,0.03243180253776,NaN,NaN
156757,NaN,23.262,23.235
156812.88144214,66.03325903416,NaN,NaN
156864.53595624,70.18934935331,NaN,NaN
156919,NaN,23.211,23.212
156973.01055914,3.263040212914,NaN,NaN
157027.24780186,81.7788168788,NaN,NaN
157081,NaN,23.186,23.19
157133.139624,90.86771309376,NaN,NaN
157187.3769043,95.96122056246,NaN,NaN
157241.61418426,4.225542768836,NaN,NaN
157295.85147182,4.545502364635,NaN,NaN
157350.08869706,107.1043759584,NaN,NaN
157403,NaN,23.158,23.145
157455.98063042,111.7417290807,NaN,NaN
157510.21798126,115.5802682042,NaN,NaN
157564.45539172,117.8014799953,NaN,NaN
157616.10991616,5.049204453826,NaN,NaN
157672.92991958,5.058711860329,NaN,NaN
157726,NaN,23.133,23.1
157781.40461814,5.169719457626,NaN,NaN
157838,NaN,23.082,23.085
157889.87925078,129.8933327198,NaN,NaN
157944.11658416,131.1546266079,NaN,NaN
157998.35387824,132.7781677246,NaN,NaN
158051,NaN,23.072,23.055
158104.24594198,134.838104248,NaN,NaN
158158.48333438,136.6862803698,NaN,NaN
158212,NaN,23.041,23.033
158266.95805052,137.5984251499,NaN,NaN
158323,NaN,23.022,23.017
158375.43274068,137.7063691616,NaN,NaN
158430,NaN,22.996,23.003
158483.90753452,136.0543221235,NaN,NaN
158537,NaN,22.991,22.988
158592,NaN,22.99,22.98
158646.61959378,133.2939118147,NaN,NaN
158698.27421182,-0.328317808453,NaN,NaN
158755.09424674,130.2085220814,NaN,NaN
158809,NaN,22.978,22.95
158863.56888072,5.443620495498,NaN,NaN
158917.80628914,5.119540728629,NaN,NaN
158972.0436471,5.244981963187,NaN,NaN
159026.28096006,5.181402899325,NaN,NaN
159080.51826442,5.364120006561,NaN,NaN
159132.1728628,121.0590526462,NaN,NaN
159186.4101539,119.1714778543,NaN,NaN
159240.6474819,4.849187098444,NaN,NaN
159294,NaN,22.889,22.882
159346.53945698,110.4094237089,NaN,NaN
159403.3595089,107.6690778136,NaN,NaN
159456,NaN,22.853,22.86
159511.8341005,82.44433254004,NaN,NaN
159566.0714952,4.159559495747,NaN,NaN
159618,NaN,22.848,22.838
159673,NaN,22.839,22.83
159726.20076808,78.79070937634,NaN,NaN
159779,NaN,22.824,22.815
159834.6753494,58.06363746524,NaN,NaN
159887,NaN,22.799,22.8
159941,NaN,22.788,22.793
159996,NaN,22.787,22.785
160049.0418695,1.864763209596,NaN,NaN
160103.27922796,47.29419946671,NaN,NaN
160158,NaN,22.766,22.763
160213,NaN,22.76,22.755
160265.99123886,41.35821014643,NaN,NaN
160322.81131078,39.29311037064,NaN,NaN
160375,NaN,22.736,22.733
160429,NaN,22.729,22.725
160485.52334056,33.79427269101,NaN,NaN
160537.17788758,30.86369670928,NaN,NaN
160591.41523772,28.42203900218,NaN,NaN
160645.65259648,0.8051151526161,NaN,NaN
160698,NaN,22.7,22.688
160751.54446584,21.84341102839,NaN,NaN
160805.7817316,20.99602855742,NaN,NaN
160860.0190744,18.9057290554,NaN,NaN
160914.25638724,0.5188381182961,NaN,NaN
160970,NaN,22.658,22.65
161022.73101704,15.57132322341,NaN,NaN
161078,NaN,22.647,22.635
161131.20552332,11.8033317849,NaN,NaN
161184,NaN,22.627,22.62
161239,NaN,22.621,22.612
161291.33482002,0.1586730213603,NaN,NaN
161345,NaN,22.608,22.598
161401,NaN,22.595,22.59
161454.04691028,1.51868595276,NaN,NaN
161508.28426544,-1.120963366702,NaN,NaN
161565.10430712,-3.761704079807,NaN,NaN
161618,NaN,22.585,22.56
161670.99617988,-10.13850327581,NaN,NaN
161725.23350444,-0.5260496982373,NaN,NaN
161779,NaN,22.556,22.538
161831.12544976,-19.09451186657,NaN,NaN
161886,NaN,22.532,22.523
161939.6001595,-24.59973841906,NaN,NaN
161993,NaN,22.512,22.508
162048.07481782,-1.012359629385,NaN,NaN
162102,NaN,22.5,22.493
162156.54941312,-37.34129294753,NaN,NaN
162210.78664852,-44.99083012342,NaN,NaN
162264,NaN,22.46,22.47
162316.67846114,-62.43261322379,NaN,NaN
162373.4986231,-2.798247383907,NaN,NaN
162426,NaN,22.441,22.448
162481,NaN,22.439,22.44
162535,NaN,22.429,22.433
162587.86608234,-86.52713149786,NaN,NaN
162642.10348946,-88.02213519812,NaN,NaN
162696.3408503,-88.69390189648,NaN,NaN
162749,NaN,22.394,22.403
162804,NaN,22.399,22.395
162859.05352962,-92.68534183502,NaN,NaN
162910.70842574,-93.12339872122,NaN,NaN
162965,NaN,22.379,22.373
163021,NaN,22.373,22.365
163076,NaN,22.369,22.357
163130.24174288,-3.622853429988,NaN,NaN
163183,NaN,22.366,22.343
163236.13438966,-100.9145304561,NaN,NaN
163290.37221036,-101.8485203385,NaN,NaN
163344,NaN,22.324,22.32
163396.26499684,-104.7683209181,NaN,NaN
163450.5028092,-106.5407991409,NaN,NaN
163504.74055344,-108.190946281,NaN,NaN
163557,NaN,22.287,22.291
163613.21615326,-113.1583228707,NaN,NaN
163667,NaN,22.275,22.275
163721.69172426,-121.2573572993,NaN,NaN
163773.34685276,-128.5567134619,NaN,NaN
163829,NaN,22.264,22.253
163884,NaN,22.255,22.245
163936.06025458,-148.6827284098,NaN,NaN
163990,NaN,22.24,22.23
164044.53578538,-151.5375524759,NaN,NaN
164098.77350704,-6.459137890488,NaN,NaN
164151,NaN,22.217,22.208
164207,NaN,22.212,22.2
164258.90404168,-168.4091389179,NaN,NaN
164313,NaN,22.209,22.186
164367.37944478,-171.8184649944,NaN,NaN
164419.03442348,-174.3307709694,NaN,NaN
164475,NaN,22.201,22.163
164530.09259806,-178.6720603704,NaN,NaN
164584.33022772,-25.53885988891,NaN,NaN
164638.56792024,-8.271485567093,NaN,NaN
164692.80560246,-188.0405694246,NaN,NaN
164747.04327442,-191.0425722599,NaN,NaN
164798.69827492,-194.5254057646,NaN,NaN
164854,NaN,22.149,22.11
164907.17376308,-210.8285874128,NaN,NaN
164960,NaN,22.135,22.096
165016,NaN,22.118,22.088
165069.88690508,-10.23769099265,NaN,NaN
165126.7073912,-10.93855779618,NaN,NaN
165180.94500208,-11.35155837983,NaN,NaN
165233,NaN,22.046,22.058
165289,NaN,22.033,22.05
165341.07541816,-239.0543669462,NaN,NaN
165395,NaN,22.016,22.035
165449.55084994,-4.616432823241,NaN,NaN
165501.20575496,-243.9531385899,NaN,NaN
165555.44347808,-244.4928139448,NaN,NaN
165609.68109238,-244.7798103094,NaN,NaN
165663.91881004,-244.4972246885,NaN,NaN
165718.1565269,-245.4734146595,NaN,NaN
165772.394256,-0.4470012499951,NaN,NaN
165825,NaN,21.977,21.976
165878.2869203,-245.5168217421,NaN,NaN
165932.52462402,-245.1774030924,NaN,NaN
165986,NaN,21.964,21.953
166038.41731764,-245.4153448343,NaN,NaN
166092.65504994,-244.6388453245,NaN,NaN
166146.8927931,-244.875356555,NaN,NaN
166201.1304459,-244.671151042,NaN,NaN
166255.36816256,-10.70944499224,NaN,NaN
166309.6058884,-3.260606201366,NaN,NaN
166363.84346996,-10.80979965627,NaN,NaN
166418.08114994,-10.58663334697,NaN,NaN
166472.31892482,-10.76637860388,NaN,NaN
166527,NaN,21.9,21.878
166580.79432666,-10.96696779132,NaN,NaN
166634,NaN,21.887,21.863
166689.26977948,-240.5324280262,NaN,NaN
166743.50748318,-239.9173527956,NaN,NaN
166795.16248264,-239.1435354948,NaN,NaN
166851,NaN,21.867,21.833
166906,NaN,21.859,21.825
166957.87552954,-238.8721108437,NaN,NaN
167014.69589602,-238.3456379175,NaN,NaN
167068,NaN,21.833,21.803
167120.58853108,-238.0582094193,NaN,NaN
167174.82623638,-237.6019507647,NaN,NaN
167229.0638979,-237.0292246342,NaN,NaN
167283.30163858,-236.3347858191,NaN,NaN
167337.53937098,-235.0789010525,NaN,NaN
167391.77712422,-234.8062098026,NaN,NaN
167443.43202936,-233.433842659,NaN,NaN
167500.2524369,-9.576662443578,NaN,NaN
167554,NaN,21.711,21.735
167606.14501286,-226.6538143158,NaN,NaN
167660.38266854,-223.7368822098,NaN,NaN
167714.6204154,-219.2317843437,NaN,NaN
167768,NaN,21.691,21.706
167823.09581378,-213.1694704294,NaN,NaN
167877,NaN,21.688,21.691
167931.57124032,-202.7174383402,NaN,NaN
167984,NaN,21.685,21.676
168039,NaN,21.687,21.668
168094.28432016,-7.972247898579,NaN,NaN
168146,NaN,21.672,21.653
168200.17688088,-189.3619149923,NaN,NaN
168254.4144868,-186.8511140347,NaN,NaN
168308.65215726,-185.2937042713,NaN,NaN
168362.8898094,-7.139047142118,NaN,NaN
168417.12750874,-181.0758709908,NaN,NaN
168468.7824405,-180.6090921164,NaN,NaN
168523.02017442,-179.398983717,NaN,NaN
168577.25790258,-178.0681610107,NaN,NaN
168631.49561906,-176.7629086971,NaN,NaN
168685,NaN,21.589,21.578
168741,NaN,21.597,21.571
168794.20871824,-6.487879902124,NaN,NaN
168848.44634048,-6.067676004022,NaN,NaN
168905.26674746,-163.8075262308,NaN,NaN
168958,NaN,21.587,21.54
169011.15925026,-153.0735641718,NaN,NaN
169065.39686188,-147.747784853,NaN,NaN
169119.63451368,-142.5153017044,NaN,NaN
169173.8721915,-138.8489305973,NaN,NaN
169227,NaN,21.524,21.503
169279.76472814,-133.0066919327,NaN,NaN
169336.58517774,-127.3887008429,NaN,NaN
169390.82278598,-118.1515753269,NaN,NaN
169445,NaN,21.488,21.473
169499.2981824,-98.22575747967,NaN,NaN
169551,NaN,21.473,21.458
169605.19072772,-78.33705097437,NaN,NaN
169659.42839472,-71.73516601324,NaN,NaN
169713,NaN,21.432,21.436
169765.32087696,-63.00636380911,NaN,NaN
169819.5584845,-59.37133729458,NaN,NaN
169874,NaN,21.398,21.413
169928.03381544,-2.026788890362,NaN,NaN
169982.27152214,-2.110188594088,NaN,NaN
170036.50917628,-1.928266254254,NaN,NaN
170090.74689272,-1.928151817992,NaN,NaN
170144.98452398,-1.87075661961,NaN,NaN
170196.63940456,-43.15397515893,NaN,NaN
170252,NaN,21.356,21.361
170307,NaN,21.361,21.353
170359.3523636,-36.29225865006,NaN,NaN
170414,NaN,21.356,21.338
170470.41026418,-1.574732596055,NaN,NaN
170524,NaN,21.349,21.323
170578.88567746,-27.85750105977,NaN,NaN
170630.54061768,-27.77799218893,NaN,NaN
170686,NaN,21.318,21.3
170741.5986697,-24.40614439547,NaN,NaN
170793.2536048,-0.8956195088103,NaN,NaN
170847.49118836,-21.35563455522,NaN,NaN
170902,NaN,21.28,21.271
170955.96647496,-17.30603724718,NaN,NaN
171010.20413692,-16.58465526998,NaN,NaN
171064.44177338,-15.72934910655,NaN,NaN
171116.0966977,-0.8826737175696,NaN,NaN
171170.33432526,-0.9480873122811,NaN,NaN
171227.15465198,-0.3102159244008,NaN,NaN
171278.80952494,-10.16984786838,NaN,NaN
171333.0471552,-10.52704732865,NaN,NaN
171387.28479566,-8.614346385002,NaN,NaN
171441.52239814,-7.60473171249,NaN,NaN
171495.76001586,-5.983585491776,NaN,NaN
171549.99760326,-0.5867644795217,NaN,NaN
171602,NaN,21.185,21.173
171655.89018352,-2.352022333071,NaN,NaN
171710.127792,-1.346757286228,NaN,NaN
171764.36543778,-0.2720672637224,NaN,NaN
171818.60308944,2.24736938253,NaN,NaN
171872.8407317,2.507869387046,NaN,NaN
171926,NaN,21.121,21.128
171981.31593462,4.918812774122,NaN,NaN
172035.55358614,4.929351620376,NaN,NaN
172087.20849494,0.06255960033741,NaN,NaN
172143,NaN,21.119,21.098
172195.6837116,8.714165538549,NaN,NaN
172248,NaN,21.075,21.083
172304.15889102,11.84554491192,NaN,NaN
172358.3965112,12.79578078538,NaN,NaN
172410.05133704,14.04387224466,NaN,NaN
172466.8717269,15.74834808707,NaN,NaN
172521.10939586,19.28525418043,NaN,NaN
172575,NaN,21.066,21.038
172631,NaN,21.051,21.03
172683.8222136,30.18570505083,NaN,NaN
172738,NaN,21.03,21.015
172792.2973296,23.24292808771,NaN,NaN
172844,NaN,21.018,21.001
172898.18961848,0.4276489489712,NaN,NaN
172952.42712498,17.70861633122,NaN,NaN
173006.66469774,17.05965772271,NaN,NaN
173060.90225654,16.45882055163,NaN,NaN
173115.13981418,0.6598535110243,NaN,NaN
173167,NaN,20.962,20.956
173223.6151235,14.25888761878,NaN,NaN
173277.85265012,13.14117200673,NaN,NaN
173329.50751824,12.43206579238,NaN,NaN
173384,NaN,20.929,20.926
173437.98273168,11.51583809406,NaN,NaN
173490,NaN,20.914,20.911
173546.45794586,0.2991170622408,NaN,NaN
173600.69548356,0.005167043127585,NaN,NaN
173654.93299818,6.080289836973,NaN,NaN
173709.17058638,5.391808692366,NaN,NaN
173763,NaN,20.886,20.873
173815.06306492,2.352986717597,NaN,NaN
173871.883486,0.937650736887,NaN,NaN
173925,NaN,20.856,20.851
173980,NaN,20.841,20.843
174035,NaN,20.834,20.835
174090,NaN,20.834,20.828
174143.0714787,-3.210420254618,NaN,NaN
174197.30907648,-4.268147982657,NaN,NaN
174251.54663828,-0.4321073647588,NaN,NaN
174303.20155536,-7.511347997934,NaN,NaN
174359,NaN,20.797,20.79
174411.67676204,-10.59427671134,NaN,NaN
174464,NaN,20.79,20.776
174520,NaN,20.778,20.768
174571.80703042,-14.82164952904,NaN,NaN
174628.6274189,-15.96931926906,NaN,NaN
174682.86500992,-17.45940744877,NaN,NaN
174737,NaN,20.739,20.738
174791.3401984,-20.49949392676,NaN,NaN
174845.57783614,-21.29556424916,NaN,NaN
174899,NaN,20.711,20.715
174954.0529894,-24.36806261539,NaN,NaN
175010,NaN,20.697,20.7
175065,NaN,20.692,20.692
175119.34854938,-0.9666446712799,NaN,NaN
175173.58616332,-31.55568242073,NaN,NaN
175227,NaN,20.682,20.67
175282.06131544,-38.33489492536,NaN,NaN
175333.71620736,-1.368406345136,NaN,NaN
175387.95384864,-48.13847690821,NaN,NaN
175442.1914407,-84.81378108263,NaN,NaN
175495,NaN,20.644,20.632
175548.0838828,-1.302535063587,NaN,NaN
175604.90414426,-3.622033400461,NaN,NaN
175657,NaN,20.625,20.61
175712,NaN,20.616,20.602
175768,NaN,20.605,20.595
175821.8545473,-104.6819314361,NaN,NaN
175874,NaN,20.588,20.58
175929,NaN,20.576,20.572
175981.98448824,-3.965599928051,NaN,NaN
176036.222044,-3.463596804067,NaN,NaN
176090.4596737,-113.8889268041,NaN,NaN
176142.11454278,-115.8627420664,NaN,NaN
176198,NaN,20.529,20.535
176252,NaN,20.522,20.527
176304.82732558,-122.0654398203,NaN,NaN
176361.64763246,-125.3286898136,NaN,NaN
176414,NaN,20.495,20.505
176469,NaN,20.482,20.497
176524,NaN,20.48,20.49
176578.59787406,-136.1087113619,NaN,NaN
176631,NaN,20.473,20.475
176686,NaN,20.462,20.467
176740,NaN,20.461,20.46
176792.96533262,-164.9299710989,NaN,NaN
176848,NaN,20.458,20.445
176901.4404689,-200.0036388636,NaN,NaN
176954,NaN,20.446,20.43
177009,NaN,20.436,20.422
177061.57041072,-212.8040939569,NaN,NaN
177115,NaN,20.423,20.407
177171,NaN,20.417,20.4
177224.28300708,-223.8029837608,NaN,NaN
177278.52054722,-226.6106307507,NaN,NaN
177332.75800254,-226.607978344,NaN,NaN
177386.99553496,-230.251505971,NaN,NaN
177441.23302338,-232.0869714022,NaN,NaN
177494,NaN,20.357,20.355
177547.12540084,-9.356224909425,NaN,NaN
177601.36298008,-236.0101342201,NaN,NaN
177655,NaN,20.343,20.333
177707.255333,-240.8748865128,NaN,NaN
177762,NaN,20.314,20.318
177816,NaN,20.31,20.31
177869.96803294,-246.460840106,NaN,NaN
177926.78838226,-248.568251729,NaN,NaN
177978.44321512,-250.4167258739,NaN,NaN
178034,NaN,20.291,20.28
178089,NaN,20.278,20.272
178141.15589154,-268.0433690548,NaN,NaN
178195,NaN,20.272,20.257
178249.6310297,-288.4475290775,NaN,NaN
178303.86854892,-290.9640073776,NaN,NaN
178357,NaN,20.249,20.235
178412.34362272,-295.8179116249,NaN,NaN
178463.9984427,-297.7544665337,NaN,NaN
178518,NaN,20.215,20.213
178572.47352374,-300.3585338593,NaN,NaN
178624.1283393,-13.52449133992,NaN,NaN
178680.94855952,-311.3408386707,NaN,NaN
178735.18606866,-14.00736533105,NaN,NaN
178789.42354478,-317.9328739643,NaN,NaN
178845,NaN,20.172,20.167
178897.89866376,-328.6154568195,NaN,NaN
178952,NaN,20.158,20.152
179006.37371564,-340.9208357334,NaN,NaN
179058.0285666,-355.9536933899,NaN,NaN
179112.26606984,-1.182475942187,NaN,NaN
179166.50356336,-370.2008128166,NaN,NaN
179219,NaN,20.11,20.115
179272.39595276,-379.116922617,NaN,NaN
179326.6335663,-19.53707076609,NaN,NaN
179380.87109796,-399.51851964,NaN,NaN
179435.10864606,-400.6530344486,NaN,NaN
179491,NaN,20.065,20.077
179543.58371006,-404.3047726154,NaN,NaN
179597.8212787,-1.07719481457,NaN,NaN
179652.05877816,-20.90181596577,NaN,NaN
179708,NaN,20.065,20.047
179760.53388794,-412.44789958,NaN,NaN
179814.77136298,-414.9115383625,NaN,NaN
179869.00881848,-415.3579473495,NaN,NaN
179923.24637536,-415.9095585346,NaN,NaN
179977.48395162,-21.52204141021,NaN,NaN
180031,NaN,20.025,20.003
180085.95906618,-415.6825244427,NaN,NaN
180137.61388354,-414.6809279919,NaN,NaN
180191.85145802,-414.6492779255,NaN,NaN
180246.08889188,-414.2356812954,NaN,NaN
180299,NaN,19.931,20.035
180354.56390878,-20.85416391492,NaN,NaN
180410,NaN,19.947,20.05
180463.03894408,-414.2925143242,NaN,NaN
180517,NaN,19.98,20.065
180571.51400604,-20.70991322398,NaN,NaN
180623.16882304,-413.1612479687,NaN,NaN
180677.40639824,-412.6781523228,NaN,NaN
180731.64392876,-411.4574193954,NaN,NaN
180785.88145896,-410.2581143379,NaN,NaN
180840,NaN,20.119,20.11
180894.35654104,-406.5274000168,NaN,NaN
180948.5940366,-405.7691991329,NaN,NaN
181002.83158468,-404.4439196587,NaN,NaN
181058,NaN,20.154,20.14
181113,NaN,20.154,20.148
181165.5441709,-399.0086913109,NaN,NaN
181222.36441334,-399.3734121323,NaN,NaN
181275,NaN,20.18,20.17
181328.25676628,-16.89829304814,NaN,NaN
181382.49431658,-17.82471686602,NaN,NaN
181436.73183202,-18.37760023773,NaN,NaN
181493,NaN,20.208,20.201
181545.20685744,-386.9216740131,NaN,NaN
181598,NaN,20.224,20.215
181653.68192866,-370.1753616333,NaN,NaN
181705.33669754,-363.4523451328,NaN,NaN
181759.57421584,-359.184473753,NaN,NaN
181813.81179246,-15.33831469715,NaN,NaN
181868.04926296,-355.151116848,NaN,NaN
181922,NaN,20.256,20.26
181976.52423172,-348.9461541176,NaN,NaN
182030.76176208,-14.23922181129,NaN,NaN
182083,NaN,20.291,20.282
182139,NaN,20.303,20.29
182190.89159766,-335.3157043457,NaN,NaN
182244,NaN,20.31,20.305
182299.36668668,-330.4462730885,NaN,NaN
182351.02144934,-326.3523280621,NaN,NaN
182405.25904988,-324.3542611599,NaN,NaN
182459.49660108,-13.91914580017,NaN,NaN
182513.73419258,-317.9925680161,NaN,NaN
182567.97173386,-316.2655830383,NaN,NaN
182623,NaN,20.367,20.358
182676.4467068,-311.1903369427,NaN,NaN
182730.68428426,-307.9009354115,NaN,NaN
182784.92179252,-302.8956055641,NaN,NaN
182836.57653112,-295.9194481373,NaN,NaN
182890.81405336,-287.1924936771,NaN,NaN
182945.05158076,-277.7583301067,NaN,NaN
182998,NaN,20.417,20.41
183053.52664862,-254.0916800499,NaN,NaN
183107,NaN,20.421,20.425
183159.41898244,-228.0594855547,NaN,NaN
183214,NaN,20.431,20.44
183267.8940422,-217.9420292377,NaN,NaN
183320,NaN,20.455,20.454
183376,NaN,20.464,20.462
183428.02394754,-206.1989456415,NaN,NaN
183482,NaN,20.475,20.477
183537,NaN,20.483,20.484
183590.736676,-7.191149983555,NaN,NaN
183643,NaN,20.521,20.499
183698,NaN,20.52,20.507
183753.44937998,-190.2165859938,NaN,NaN
183805.10414806,-187.5046938658,NaN,NaN
183861.92451336,-185.3313595057,NaN,NaN
183916,NaN,20.55,20.537
183967.81697102,-6.54101697728,NaN,NaN
184022.05454652,-180.0024360418,NaN,NaN
184077,NaN,20.551,20.559
184133,NaN,20.554,20.567
184184.76717722,-174.8538762331,NaN,NaN
184239,NaN,20.579,20.582
184293.2424049,-170.7551628351,NaN,NaN
184345,NaN,20.611,20.597
184401,NaN,20.611,20.604
184455.95504932,-138.0096673965,NaN,NaN
184507.6098626,-123.4382465482,NaN,NaN
184562,NaN,20.625,20.627
184618,NaN,20.626,20.635
184670.32257162,-88.52443099022,NaN,NaN
184724,NaN,20.643,20.649
184778.79780096,-74.59324598312,NaN,NaN
184831,NaN,20.665,20.664
184884.69021828,-63.79390507936,NaN,NaN
184938.92777152,-2.560517983511,NaN,NaN
184993,NaN,20.687,20.687
185044.82022974,-50.1645617187,NaN,NaN
185101.64059882,-47.63609170914,NaN,NaN
185154,NaN,20.718,20.709
185207.53305226,-42.23689809442,NaN,NaN
185261.77059686,-40.4915958643,NaN,NaN
185316,NaN,20.745,20.731
185367.66295556,-35.95762699842,NaN,NaN
185422,NaN,20.754,20.746
185476.1380284,-30.52600286901,NaN,NaN
185530.37557946,-1.511606271379,NaN,NaN
185584,NaN,20.772,20.769
185638.85065348,-23.97739887238,NaN,NaN
185693.08824442,-21.95186167955,NaN,NaN
185747.32579294,-19.92220059037,NaN,NaN
185801,NaN,20.792,20.799
185855.80090402,-15.59836417437,NaN,NaN
185908,NaN,20.816,20.814
185961.69317624,-12.90047261864,NaN,NaN
186015.93069386,-11.6035444662,NaN,NaN
186069,NaN,20.844,20.836
186124.40587262,-7.079337257892,NaN,NaN
186180,NaN,20.848,20.852
186232.8810014,-3.587776329368,NaN,NaN
186286,NaN,20.87,20.866
186341,NaN,20.878,20.874
186395.59373494,0.9205809910782,NaN,NaN
186448,NaN,20.894,20.889
186503,NaN,20.897,20.897
186555.72365996,0.2366838016314,NaN,NaN
186609,NaN,20.916,20.911
186665,NaN,20.925,20.919
186718.43641878,11.07020769268,NaN,NaN
186771,NaN,20.936,20.934
186826,NaN,20.945,20.941
186878.56626816,39.57964107394,NaN,NaN
186932.80383132,45.82167044282,NaN,NaN
186988,NaN,20.96,20.964
187041.27897074,52.60175094008,NaN,NaN
187098.09924546,53.60491201282,NaN,NaN
187152.3367624,2.041392028332,NaN,NaN
187206.57430156,54.06552925706,NaN,NaN
187261,NaN,20.999,21.002
187315.04936042,53.95729467273,NaN,NaN
187367,NaN,21.032,21.016
187422,NaN,21.022,21.024
187475.17922608,53.43010649085,NaN,NaN
187528,NaN,21.038,21.039
187583.65435608,50.64866319299,NaN,NaN
187637.89193012,49.58447441459,NaN,NaN
187692.12943348,46.29121720791,NaN,NaN
187748.94976812,38.57244923711,NaN,NaN
187801,NaN,21.078,21.077
187854.84203942,-0.3834185772575,NaN,NaN
187909.07962728,0.6085312343203,NaN,NaN
187962,NaN,21.085,21.099
188014.97195546,18.73260363936,NaN,NaN
188069.20954882,17.90630631149,NaN,NaN
188123.44711632,0.4213472711854,NaN,NaN
188177.68469616,17.01231300831,NaN,NaN
188231.9222268,16.28465391695,NaN,NaN
188286.15983916,15.90169407427,NaN,NaN
188340.3973992,15.57269040495,NaN,NaN
188396,NaN,21.157,21.159
188448.87255592,0.453079061117,NaN,NaN
188505.69286638,14.61191475391,NaN,NaN
188558,NaN,21.18,21.182
188611.58513024,13.32866307348,NaN,NaN
188665.82270356,12.2025758028,NaN,NaN
188720,NaN,21.197,21.204
188773,NaN,21.218,21.212
188828.53537796,11.03113219142,NaN,NaN
188882,NaN,21.232,21.227
188934.4276572,-0.05554821836995,NaN,NaN
188991.24795262,2.158008050174,NaN,NaN
189043,NaN,21.243,21.249
